Código IBGE,Ente Devedor,Estado,Regime Atual,CAPAG STN,REPASSE ATUAL (%),RCL ANUAL (2024),RCL 1/12,ESTOQUE/RCL EX ANTERIOR (%),REPASSE CONSERVADOR (%),TETO REPASSE CONSERVADOR (R$),"REPASSE COM PEC 66 (%)
 1% A 5%",TETO REPASSE PEC 66 (R$)
4115853,Mercedes,PR,geral,A,,"R$ 63.606.552,24","R$ 5.300.546,02","0,00%","1,00%","R$ 636.065,52","1,00%","R$ 636.065,52"
4103479,Cafezal do Sul,PR,geral,B,,"R$ 35.311.998,31","R$ 2.942.666,53","0,00%","1,00%","R$ 353.119,98","1,00%","R$ 353.119,98"
4207858,Irati,SC,Geral,,,"R$ 31.510.613,66","R$ 2.625.884,47","0,00%","1,00%","R$ 315.106,14","1,00%","R$ 315.106,14"
4127205,Terra Boa,PR,geral,B,,"R$ 104.322.825,03","R$ 8.693.568,75","0,00%","1,00%","R$ 1.043.228,25","1,00%","R$ 1.043.228,25"
4119509,Piraquara,PR,especial,A,1%,"R$ 417.124.987,75","R$ 34.760.415,65","0,00%","1,00%","R$ 4.171.249,88","1,00%","R$ 4.171.249,88"
4113304,Laranjeiras do Sul,PR,geral,B,,"R$ 163.415.416,00","R$ 13.617.951,33","0,00%","1,00%","R$ 1.634.154,16","1,00%","R$ 1.634.154,16"
4119806,Planalto,PR,geral,B,,"R$ 75.804.264,93","R$ 6.317.022,08","0,00%","1,00%","R$ 758.042,65","1,00%","R$ 758.042,65"
4117909,Palotina,PR,geral,A,,"R$ 267.952.551,94","R$ 22.329.379,33","0,00%","1,00%","R$ 2.679.525,52","1,00%","R$ 2.679.525,52"
4215307,Salete,SC,Geral,,,"R$ 67.054.905,38","R$ 5.587.908,78","0,00%","1,00%","R$ 670.549,05","1,00%","R$ 670.549,05"
4204707,Cunha Porã,SC,Geral,,,"R$ 90.611.766,83","R$ 7.550.980,57","0,00%","1,00%","R$ 906.117,67","1,00%","R$ 906.117,67"
4114906,Marilândia do Sul,PR,geral,n.d.,,"R$ 57.371.598,57","R$ 4.780.966,55","0,00%","1,00%","R$ 573.715,99","1,00%","R$ 573.715,99"
4127304,Terra Rica,PR,geral,C,,"R$ 98.107.907,59","R$ 8.175.658,97","0,00%","1,00%","R$ 981.079,08","1,00%","R$ 981.079,08"
4210704,Matos Costa,SC,Geral,,,"R$ 34.260.462,46","R$ 2.855.038,54","0,00%","1,00%","R$ 342.604,62","1,00%","R$ 342.604,62"
4100608,Alto Paraná,PR,geral,A,,"R$ 74.890.914,56","R$ 6.240.909,55","0,00%","1,00%","R$ 748.909,15","1,00%","R$ 748.909,15"
4118808,Peabiru,PR,geral,B,,"R$ 75.685.700,59","R$ 0,00","0,00%","1,00%","R$ 756.857,01","1,00%","R$ 756.857,01"
4204103,Caxambu do Sul,SC,Geral,,,"R$ 45.904.012,66","R$ 3.825.334,39","0,00%","1,00%","R$ 459.040,13","1,00%","R$ 459.040,13"
4203303,Campo Alegre,SC,Geral,,,"R$ 125.367.240,70","R$ 10.447.270,06","0,00%","1,00%","R$ 1.253.672,41","1,00%","R$ 1.253.672,41"
4102505,Barbosa Ferraz,PR,geral,C,,"R$ 64.148.921,70","R$ 5.345.743,48","0,00%","1,00%","R$ 641.489,22","1,00%","R$ 641.489,22"
4217907,Tangará,SC,Geral,,,"R$ 73.569.522,45","R$ 6.130.793,54","0,00%","1,00%","R$ 735.695,22","1,00%","R$ 735.695,22"
4120200,Porto Rico,PR,geral,n.d.,,"R$ 51.698.226,50","R$ 4.308.185,54","0,00%","1,00%","R$ 516.982,27","1,00%","R$ 516.982,27"
4126256,Sarandi,PR,geral,A,,"R$ 426.502.231,94","R$ 35.541.852,66","0,00%","1,00%","R$ 4.265.022,32","1,00%","R$ 4.265.022,32"
4123600,Santa Inês,PR,especial,n.e.,1%,"R$ 24.417.268,89","R$ 0,00","0,00%","1,00%","R$ 244.172,69","1,00%","R$ 244.172,69"
4123303,Santa Cruz de Monte Castelo,PR,geral,B,,"R$ 50.091.523,57","R$ 4.174.293,63","0,00%","1,00%","R$ 500.915,24","1,00%","R$ 500.915,24"
4126355,Serranópolis do Iguaçu,PR,geral,A,,"R$ 53.885.802,46","R$ 4.490.483,54","0,00%","1,00%","R$ 538.858,02","1,00%","R$ 538.858,02"
4202305,Biguaçu,SC,Especial,,1%,"R$ 434.338.727,10","R$ 36.194.893,93","0,00%","1,00%","R$ 4.343.387,27","1,00%","R$ 4.343.387,27"
4120309,Porto Vitória,PR,geral,C,,"R$ 36.763.219,22","R$ 3.063.601,60","0,00%","1,00%","R$ 367.632,19","1,00%","R$ 367.632,19"
4202503,Bom Jardim da Serra,SC,Geral,,,"R$ 43.317.981,66","R$ 3.609.831,81","0,00%","1,00%","R$ 433.179,82","1,00%","R$ 433.179,82"
4120655,Quarto Centenário,PR,geral,A,,"R$ 42.785.521,90","R$ 3.565.460,16","0,00%","1,00%","R$ 427.855,22","1,00%","R$ 427.855,22"
4205456,Forquilhinha,SC,Geral,,,"R$ 229.704.594,10","R$ 19.142.049,51","0,00%","1,00%","R$ 2.297.045,94","1,00%","R$ 2.297.045,94"
4211256,Morro da Fumaça,SC,Geral,,,"R$ 125.756.607,60","R$ 10.479.717,30","0,00%","1,00%","R$ 1.257.566,08","1,00%","R$ 1.257.566,08"
4206751,Ibiam,SC,Geral,,,"R$ 35.554.741,11","R$ 2.962.895,09","0,00%","1,00%","R$ 355.547,41","1,00%","R$ 355.547,41"
4110805,Iretama,PR,especial,C,1%,"R$ 66.902.131,40","R$ 0,00","0,00%","1,00%","R$ 669.021,31","1,00%","R$ 669.021,31"
4214300,Rancho Queimado,SC,Geral,,,"R$ 53.103.121,31","R$ 4.425.260,11","0,00%","1,00%","R$ 531.031,21","1,00%","R$ 531.031,21"
4111902,Jaguapitã,PR,geral,C,,"R$ 99.520.699,35","R$ 8.293.391,61","0,00%","1,00%","R$ 995.206,99","1,00%","R$ 995.206,99"
4127957,Tupãssi,PR,geral,A,,"R$ 59.699.185,79","R$ 4.974.932,15","0,00%","1,00%","R$ 596.991,86","1,00%","R$ 596.991,86"
4123808,Santa Izabel do Oeste,PR,geral,A,,"R$ 77.464.129,79","R$ 6.455.344,15","0,00%","1,00%","R$ 774.641,30","1,00%","R$ 774.641,30"
4201208,Antônio Carlos,SC,Geral,,,"R$ 86.481.547,05","R$ 7.206.795,59","0,00%","1,00%","R$ 864.815,47","1,00%","R$ 864.815,47"
4219101,Vargeão,SC,Geral,,,"R$ 46.414.977,55","R$ 3.867.914,80","0,00%","1,00%","R$ 464.149,78","1,00%","R$ 464.149,78"
4215703,Santo Amaro da Imperatriz,SC,Geral,,,"R$ 194.309.791,40","R$ 16.192.482,62","0,00%","1,00%","R$ 1.943.097,91","1,00%","R$ 1.943.097,91"
4200309,Agronômica,SC,Geral,,,"R$ 47.049.785,62","R$ 3.920.815,47","0,00%","1,00%","R$ 470.497,86","1,00%","R$ 470.497,86"
4122701,Sabáudia,PR,geral,A,,"R$ 61.245.567,65","R$ 5.103.797,30","0,00%","1,00%","R$ 612.455,68","1,00%","R$ 612.455,68"
4112603,Jardim Olinda,PR,geral,A,,"R$ 27.313.527,15","R$ 2.276.127,26","0,00%","1,00%","R$ 273.135,27","1,00%","R$ 273.135,27"
4103008,Boa Esperança,PR,geral,A,,"R$ 43.712.611,67","R$ 3.642.717,64","0,00%","1,00%","R$ 437.126,12","1,00%","R$ 437.126,12"
4101309,Antônio Olinto,PR,geral,A,,"R$ 41.761.515,59","R$ 3.480.126,30","0,00%","1,00%","R$ 417.615,16","1,00%","R$ 417.615,16"
4215687,Santa Terezinha do Progresso,SC,Geral,,,"R$ 30.445.175,37","R$ 2.537.097,95","0,00%","1,00%","R$ 304.451,75","1,00%","R$ 304.451,75"
4122800,Salgado Filho,PR,especial,A,1%,"R$ 34.160.240,81","R$ 2.846.686,73","0,00%","1,00%","R$ 341.602,41","1,00%","R$ 341.602,41"
4212502,Penha,SC,Geral,,,"R$ 229.279.688,20","R$ 19.106.640,68","0,00%","1,00%","R$ 2.292.796,88","1,00%","R$ 2.292.796,88"
4208450,Itapoá,SC,Geral,,,"R$ 346.796.148,20","R$ 28.899.679,02","0,00%","1,00%","R$ 3.467.961,48","1,00%","R$ 3.467.961,48"
4107546,Espigão Alto do Iguaçu,PR,geral,A,,"R$ 38.492.326,85","R$ 3.207.693,90","0,00%","1,00%","R$ 384.923,27","1,00%","R$ 384.923,27"
4106555,Corumbataí do Sul,PR,geral,C,,"R$ 31.316.677,36","R$ 2.609.723,11","0,00%","1,00%","R$ 313.166,77","1,00%","R$ 313.166,77"
4111001,Itambaracá,PR,geral,B,,"R$ 40.553.331,04","R$ 3.379.444,25","0,00%","1,00%","R$ 405.533,31","1,00%","R$ 405.533,31"
4116901,Nova Esperança,PR,geral,A,,"R$ 132.114.716,81","R$ 11.009.559,73","0,00%","1,00%","R$ 1.321.147,17","1,00%","R$ 1.321.147,17"
4203402,Campo Belo do Sul,SC,Geral,,,"R$ 46.915.885,74","R$ 3.909.657,15","0,00%","1,00%","R$ 469.158,86","1,00%","R$ 469.158,86"
4216255,São João do Oeste,SC,Geral,,,"R$ 67.315.607,54","R$ 5.609.633,96","0,00%","1,00%","R$ 673.156,08","1,00%","R$ 673.156,08"
4202438,Bocaina do Sul,SC,Geral,,,"R$ 37.547.400,41","R$ 3.128.950,03","0,00%","1,00%","R$ 375.474,00","1,00%","R$ 375.474,00"
4215059,Rio do Oeste,SC,Geral,,,"R$ 53.504.928,15","R$ 4.458.744,01","0,00%","1,00%","R$ 535.049,28","1,00%","R$ 535.049,28"
4117503,Paiçandu,PR,geral,n.d.,,"R$ 174.767.060,20","R$ 14.563.921,68","0,00%","1,00%","R$ 1.747.670,60","1,00%","R$ 1.747.670,60"
4104402,Cândido de Abreu,PR,geral,A,,"R$ 82.401.012,12","R$ 6.866.751,01","0,00%","1,00%","R$ 824.010,12","1,00%","R$ 824.010,12"
4209706,Lebon Régis,SC,Geral,,,"R$ 80.907.557,76","R$ 6.742.296,48","0,00%","1,00%","R$ 809.075,58","1,00%","R$ 809.075,58"
4102752,Bela Vista da Caroba,PR,geral,A,,"R$ 30.618.094,62","R$ 2.551.507,89","0,00%","1,00%","R$ 306.180,95","1,00%","R$ 306.180,95"
4109708,Ibaiti,PR,geral,n.d.,,"R$ 133.169.951,42","R$ 11.097.495,95","0,00%","1,00%","R$ 1.331.699,51","1,00%","R$ 1.331.699,51"
4204400,Coronel Freitas,SC,Geral,,,"R$ 74.027.483,55","R$ 6.168.956,96","0,00%","1,00%","R$ 740.274,84","1,00%","R$ 740.274,84"
4206306,Guabiruba,SC,Geral,,,"R$ 143.082.558,00","R$ 11.923.546,50","0,00%","1,00%","R$ 1.430.825,58","1,00%","R$ 1.430.825,58"
4202156,Belmonte,SC,Geral,,,"R$ 34.171.801,57","R$ 2.847.650,13","0,00%","1,00%","R$ 341.718,02","1,00%","R$ 341.718,02"
4214409,Rio do Sul,SC,Geral,,,"R$ 554.000.737,10","R$ 46.166.728,09","0,00%","1,00%","R$ 5.540.007,37","1,00%","R$ 5.540.007,37"
4220000,Balneário Rincão,SC,Geral,,,"R$ 120.147.296,20","R$ 10.012.274,68","0,00%","1,00%","R$ 1.201.472,96","1,00%","R$ 1.201.472,96"
4100707,Alto Piquiri,PR,geral,C,,"R$ 58.326.387,79","R$ 4.860.532,32","0,00%","1,00%","R$ 583.263,88","1,00%","R$ 583.263,88"
4115002,Marilena,PR,geral,n.e.,,"R$ 44.819.000,68","R$ 3.734.916,72","0,00%","1,00%","R$ 448.190,01","1,00%","R$ 448.190,01"
4113429,Lidianópolis,PR,geral,A,,"R$ 31.363.249,54","R$ 2.613.604,13","0,00%","1,00%","R$ 313.632,50","1,00%","R$ 313.632,50"
4214706,Rio Rufino,SC,Geral,,,"R$ 31.797.608,55","R$ 2.649.800,71","0,00%","1,00%","R$ 317.976,09","1,00%","R$ 317.976,09"
4202073,Balneário Gaivota,SC,Geral,,,"R$ 101.082.681,40","R$ 8.423.556,78","0,00%","1,00%","R$ 1.010.826,81","1,00%","R$ 1.010.826,81"
4118006,Paraíso do Norte,PR,geral,A,,"R$ 76.278.423,88","R$ 6.356.535,32","0,00%","1,00%","R$ 762.784,24","1,00%","R$ 762.784,24"
4203253,Capão Alto,SC,Geral,,,"R$ 41.082.995,90","R$ 3.423.582,99","0,00%","1,00%","R$ 410.829,96","1,00%","R$ 410.829,96"
4205308,Faxinal dos Guedes,SC,Geral,,,"R$ 90.113.664,71","R$ 7.509.472,06","0,00%","1,00%","R$ 901.136,65","1,00%","R$ 901.136,65"
4113205,Lapa,PR,geral,C,,"R$ 231.098.547,57","R$ 19.258.212,30","0,00%","1,00%","R$ 2.310.985,48","1,00%","R$ 2.310.985,48"
4217402,Schroeder,SC,Geral,,,"R$ 128.232.587,80","R$ 10.686.048,98","0,00%","1,00%","R$ 1.282.325,88","1,00%","R$ 1.282.325,88"
4202453,Bombinhas,SC,Geral,,,"R$ 301.735.254,30","R$ 25.144.604,53","0,00%","1,00%","R$ 3.017.352,54","1,00%","R$ 3.017.352,54"
4105508,Cianorte,PR,geral,B,,"R$ 468.316.722,65","R$ 39.026.393,55","0,00%","1,00%","R$ 4.683.167,23","1,00%","R$ 4.683.167,23"
4114708,Maria Helena,PR,geral,A,,"R$ 37.772.270,57","R$ 3.147.689,21","0,00%","1,00%","R$ 377.722,71","1,00%","R$ 377.722,71"
4107850,Flor da Serra do Sul,PR,geral,B,,"R$ 55.372.972,55","R$ 0,00","0,00%","1,00%","R$ 553.729,73","1,00%","R$ 553.729,73"
4213500,Porto Belo,SC,Geral,,,"R$ 360.456.746,90","R$ 30.038.062,24","0,00%","1,00%","R$ 3.604.567,47","1,00%","R$ 3.604.567,47"
4202131,Bela Vista do Toldo,SC,Geral,,,"R$ 45.426.720,41","R$ 3.785.560,03","0,00%","1,00%","R$ 454.267,20","1,00%","R$ 454.267,20"
4127965,Turvo,PR,geral,A,,"R$ 89.145.947,84","R$ 7.428.828,99","0,00%","1,00%","R$ 891.459,48","1,00%","R$ 891.459,48"
4113601,Lobato,PR,geral,C,,"R$ 38.413.937,67","R$ 3.201.161,47","0,00%","1,00%","R$ 384.139,38","1,00%","R$ 384.139,38"
4103370,Brasilândia do Sul,PR,geral,C,,"R$ 35.328.861,30","R$ 2.944.071,78","0,00%","1,00%","R$ 353.288,61","1,00%","R$ 353.288,61"
4204806,Curitibanos,SC,Geral,,,"R$ 222.569.967,30","R$ 18.547.497,28","0,00%","1,00%","R$ 2.225.699,67","1,00%","R$ 2.225.699,67"
4207577,Iomerê,SC,Geral,,,"R$ 41.618.886,26","R$ 3.468.240,52","0,00%","1,00%","R$ 416.188,86","1,00%","R$ 416.188,86"
4110904,Itaguajé,PR,geral,C,,"R$ 36.406.004,87","R$ 3.033.833,74","0,00%","1,00%","R$ 364.060,05","1,00%","R$ 364.060,05"
4217303,Saudades,SC,Geral,,,"R$ 73.013.643,27","R$ 6.084.470,27","0,00%","1,00%","R$ 730.136,43","1,00%","R$ 730.136,43"
4114104,Mandaguaçu,PR,geral,A,,"R$ 138.706.213,94","R$ 11.558.851,16","0,00%","1,00%","R$ 1.387.062,14","1,00%","R$ 1.387.062,14"
4109104,Guaporema,PR,geral,C,,"R$ 28.191.290,09","R$ 2.349.274,17","0,00%","1,00%","R$ 281.912,90","1,00%","R$ 281.912,90"
4200507,Águas Mornas,SC,Geral,,,"R$ 49.582.818,15","R$ 4.131.901,51","0,00%","1,00%","R$ 495.828,18","1,00%","R$ 495.828,18"
4117701,Palmeira,PR,geral,A,,"R$ 197.913.438,50","R$ 16.492.786,54","0,00%","1,00%","R$ 1.979.134,39","1,00%","R$ 1.979.134,39"
4203600,Campos Novos,SC,Geral,,,"R$ 295.792.997,30","R$ 24.649.416,44","0,00%","1,00%","R$ 2.957.929,97","1,00%","R$ 2.957.929,97"
4209003,Joaçaba,SC,Geral,,,"R$ 302.352.734,40","R$ 25.196.061,20","0,00%","1,00%","R$ 3.023.527,34","1,00%","R$ 3.023.527,34"
4107108,Diamante do Norte,PR,geral,C,,"R$ 38.100.114,23","R$ 3.175.009,52","0,00%","1,00%","R$ 381.001,14","1,00%","R$ 381.001,14"
4215455,Sangão,SC,Geral,,,"R$ 74.410.767,94","R$ 6.200.897,33","0,00%","1,00%","R$ 744.107,68","1,00%","R$ 744.107,68"
4211900,Palhoça,SC,Geral,,,"R$ 1.213.608.591,00","R$ 101.134.049,25","0,00%","1,00%","R$ 12.136.085,91","1,00%","R$ 12.136.085,91"
4211850,Ouro Verde,SC,Geral,,,"R$ 33.042.641,12","R$ 2.753.553,43","0,00%","1,00%","R$ 330.426,41","1,00%","R$ 330.426,41"
4217105,São Martinho,SC,Geral,,,"R$ 34.548.826,60","R$ 2.879.068,88","0,00%","1,00%","R$ 345.488,27","1,00%","R$ 345.488,27"
4114203,Mandaguari,PR,geral,A,,"R$ 194.044.934,58","R$ 16.170.411,22","0,00%","1,00%","R$ 1.940.449,35","1,00%","R$ 1.940.449,35"
4219408,Witmarsum,SC,Geral,,,"R$ 47.120.765,44","R$ 3.926.730,45","0,00%","1,00%","R$ 471.207,65","1,00%","R$ 471.207,65"
4205704,Garopaba,SC,Geral,,,"R$ 216.480.187,20","R$ 18.040.015,60","0,00%","1,00%","R$ 2.164.801,87","1,00%","R$ 2.164.801,87"
4201901,Aurora,SC,Geral,,,"R$ 57.339.974,35","R$ 4.778.331,20","0,00%","1,00%","R$ 573.399,74","1,00%","R$ 573.399,74"
4202875,Brunópolis,SC,Geral,,,"R$ 38.714.535,90","R$ 3.226.211,33","0,00%","1,00%","R$ 387.145,36","1,00%","R$ 387.145,36"
4127502,Tibagi,PR,geral,A,,"R$ 151.085.421,27","R$ 12.590.451,77","0,00%","1,00%","R$ 1.510.854,21","1,00%","R$ 1.510.854,21"
4217154,São Miguel da Boa Vista,SC,Geral,,,"R$ 32.721.917,63","R$ 2.726.826,47","0,00%","1,00%","R$ 327.219,18","1,00%","R$ 327.219,18"
4217600,Siderópolis,SC,Geral,,,"R$ 87.311.213,13","R$ 7.275.934,43","0,00%","1,00%","R$ 873.112,13","1,00%","R$ 873.112,13"
4215505,Santa Cecília,SC,Geral,,,"R$ 107.777.121,20","R$ 8.981.426,77","0,00%","1,00%","R$ 1.077.771,21","1,00%","R$ 1.077.771,21"
4218251,Timbó Grande,SC,Geral,,,"R$ 60.080.282,89","R$ 5.006.690,24","0,00%","1,00%","R$ 600.802,83","1,00%","R$ 600.802,83"
4203907,Capinzal,SC,Geral,,,"R$ 165.018.838,10","R$ 13.751.569,84","0,00%","1,00%","R$ 1.650.188,38","1,00%","R$ 1.650.188,38"
4211504,Nova Trento,SC,Geral,,,"R$ 108.090.017,80","R$ 9.007.501,48","0,00%","1,00%","R$ 1.080.900,18","1,00%","R$ 1.080.900,18"
4209607,Lauro Muller,SC,Geral,,,"R$ 98.540.930,81","R$ 8.211.744,23","0,00%","1,00%","R$ 985.409,31","1,00%","R$ 985.409,31"
4106308,Corbélia,PR,geral,C,,"R$ 112.409.399,51","R$ 9.367.449,96","0,00%","1,00%","R$ 1.124.094,00","1,00%","R$ 1.124.094,00"
4201109,Anitápolis,SC,Geral,,,"R$ 37.096.609,88","R$ 3.091.384,16","0,00%","1,00%","R$ 370.966,10","1,00%","R$ 370.966,10"
4206900,Ibirama,SC,Geral,,,"R$ 114.359.169,90","R$ 9.529.930,83","0,00%","1,00%","R$ 1.143.591,70","1,00%","R$ 1.143.591,70"
4100301,Agudos do Sul,PR,geral,A,,"R$ 51.677.632,97","R$ 4.306.469,41","0,00%","1,00%","R$ 516.776,33","1,00%","R$ 516.776,33"
4209151,José Boiteux,SC,Geral,,,"R$ 47.858.424,47","R$ 3.988.202,04","0,00%","1,00%","R$ 478.584,24","1,00%","R$ 478.584,24"
4216008,São Carlos,SC,Geral,,,"R$ 84.915.792,51","R$ 7.076.316,04","0,00%","1,00%","R$ 849.157,93","1,00%","R$ 849.157,93"
4204194,Chapadão do Lageado,SC,Geral,,,"R$ 31.840.095,62","R$ 2.653.341,30","0,00%","1,00%","R$ 318.400,96","1,00%","R$ 318.400,96"
4108205,Formosa do Oeste,PR,geral,A,,"R$ 52.727.629,91","R$ 4.393.969,16","0,00%","1,00%","R$ 527.276,30","1,00%","R$ 527.276,30"
4127403,Terra Roxa,PR,geral,A,,"R$ 118.435.984,27","R$ 9.869.665,36","0,00%","1,00%","R$ 1.184.359,84","1,00%","R$ 1.184.359,84"
4123857,Santa Maria do Oeste,PR,geral,B,,"R$ 58.284.426,78","R$ 4.857.035,57","0,00%","1,00%","R$ 582.844,27","1,00%","R$ 582.844,27"
4208203,Itajaí,SC,Geral,,,"R$ 2.982.477.844,00","R$ 248.539.820,33","0,00%","1,00%","R$ 29.824.778,44","1,00%","R$ 29.824.778,44"
4210308,Major Vieira,SC,Geral,,1%,"R$ 61.062.152,35","R$ 5.088.512,70","0,00%","1,00%","R$ 610.621,52","1,00%","R$ 610.621,52"
4202057,Balneário Barra do Sul,SC,Geral,,,"R$ 103.174.601,20","R$ 8.597.883,43","0,00%","1,00%","R$ 1.031.746,01","1,00%","R$ 1.031.746,01"
4215406,Salto Veloso,SC,Geral,,,"R$ 52.538.579,82","R$ 4.378.214,99","0,00%","1,00%","R$ 525.385,80","1,00%","R$ 525.385,80"
4207502,Indaial,SC,Geral,,,"R$ 515.007.074,80","R$ 42.917.256,23","0,00%","1,00%","R$ 5.150.070,75","1,00%","R$ 5.150.070,75"
4200705,Alfredo Wagner,SC,Geral,,,"R$ 57.425.435,36","R$ 4.785.452,95","0,00%","1,00%","R$ 574.254,35","1,00%","R$ 574.254,35"
4109658,Honório Serpa,PR,geral,A,,"R$ 54.392.045,86","R$ 4.532.670,49","0,00%","1,00%","R$ 543.920,46","1,00%","R$ 543.920,46"
4201307,Araquari,SC,Geral,,,"R$ 410.303.916,40","R$ 34.191.993,03","0,00%","1,00%","R$ 4.103.039,16","1,00%","R$ 4.103.039,16"
4208906,Jaraguá do Sul,SC,Geral,,,"R$ 1.407.031.418,00","R$ 117.252.618,17","0,00%","1,00%","R$ 14.070.314,18","1,00%","R$ 14.070.314,18"
4103453,Cafelândia,PR,geral,A,,"R$ 124.453.600,25","R$ 10.371.133,35","0,00%","1,00%","R$ 1.244.536,00","1,00%","R$ 1.244.536,00"
4115309,Mariópolis,PR,geral,B,,"R$ 50.940.564,58","R$ 4.245.047,05","0,00%","1,00%","R$ 509.405,65","1,00%","R$ 509.405,65"
4118907,Pérola,PR,geral,C,,"R$ 67.481.023,04","R$ 5.623.418,59","0,00%","1,00%","R$ 674.810,23","1,00%","R$ 674.810,23"
4107405,Enéas Marques,PR,geral,A,,"R$ 47.314.355,77","R$ 3.942.862,98","0,00%","1,00%","R$ 473.143,56","1,00%","R$ 473.143,56"
4212908,Pinhalzinho,SC,Geral,,,"R$ 154.280.387,50","R$ 12.856.698,96","0,00%","1,00%","R$ 1.542.803,88","1,00%","R$ 1.542.803,88"
4123204,Santa Cecília do Pavão,PR,geral,n.e.,,"R$ 32.796.645,16","R$ 2.733.053,76","0,00%","1,00%","R$ 327.966,45","1,00%","R$ 327.966,45"
4111100,Itambé,PR,geral,C,,"R$ 40.099.875,00","R$ 3.341.656,25","0,00%","1,00%","R$ 400.998,75","1,00%","R$ 400.998,75"
4202206,Benedito Novo,SC,Geral,,,"R$ 69.076.804,54","R$ 5.756.400,38","0,00%","1,00%","R$ 690.768,05","1,00%","R$ 690.768,05"
4212650,Pescaria Brava,SC,Geral,,,"R$ 61.250.110,14","R$ 5.104.175,85","0,00%","1,00%","R$ 612.501,10","1,00%","R$ 612.501,10"
4204004,Catanduvas,SC,Geral,,,"R$ 78.457.795,29","R$ 6.538.149,61","0,00%","1,00%","R$ 784.577,95","1,00%","R$ 784.577,95"
4120408,Presidente Castelo Branco,PR,geral,A,,"R$ 37.492.498,28","R$ 3.124.374,86","0,00%","1,00%","R$ 374.924,98","1,00%","R$ 374.924,98"
4124509,Santo Inácio,PR,geral,B,,"R$ 50.220.937,15","R$ 4.185.078,10","0,00%","1,00%","R$ 502.209,37","1,00%","R$ 502.209,37"
4203501,Campo Erê,SC,Geral,,,"R$ 67.193.063,52","R$ 5.599.421,96","0,00%","1,00%","R$ 671.930,64","1,00%","R$ 671.930,64"
4124905,São João do Caiuá,PR,geral,n.d.,,"R$ 38.779.188,18","R$ 3.231.599,02","0,00%","1,00%","R$ 387.791,88","1,00%","R$ 387.791,88"
4115358,Maripá,PR,geral,A,,"R$ 58.445.765,16","R$ 4.870.480,43","0,00%","1,00%","R$ 584.457,65","1,00%","R$ 584.457,65"
4202602,Bom Retiro,SC,Geral,,,"R$ 51.512.183,01","R$ 4.292.681,92","0,00%","1,00%","R$ 515.121,83","1,00%","R$ 515.121,83"
4117214,Nova Santa Bárbara,PR,geral,A,,"R$ 33.100.568,08","R$ 2.758.380,67","0,00%","1,00%","R$ 331.005,68","1,00%","R$ 331.005,68"
4217550,Serra Alta,SC,Geral,,,"R$ 36.194.283,60","R$ 3.016.190,30","0,00%","1,00%","R$ 361.942,84","1,00%","R$ 361.942,84"
4211702,Orleans,SC,Geral,,,"R$ 149.487.031,80","R$ 12.457.252,65","0,00%","1,00%","R$ 1.494.870,32","1,00%","R$ 1.494.870,32"
4217709,Sombrio,SC,Geral,,,"R$ 179.159.379,40","R$ 14.929.948,28","0,00%","1,00%","R$ 1.791.593,79","1,00%","R$ 1.791.593,79"
4213906,Presidente Castello Branco,SC,Geral,,,"R$ 32.087.986,30","R$ 2.673.998,86","0,00%","1,00%","R$ 320.879,86","1,00%","R$ 320.879,86"
4125100,São João do Triunfo,PR,geral,A,,"R$ 76.738.445,17","R$ 6.394.870,43","0,00%","1,00%","R$ 767.384,45","1,00%","R$ 767.384,45"
4116406,Nossa Senhora das Graças,PR,geral,C,,"R$ 30.883.561,12","R$ 2.573.630,09","0,00%","1,00%","R$ 308.835,61","1,00%","R$ 308.835,61"
4201604,Arroio Trinta,SC,Geral,,,"R$ 44.671.532,32","R$ 3.722.627,69","0,00%","1,00%","R$ 446.715,32","1,00%","R$ 446.715,32"
4212254,Passo de Torres,SC,Geral,,,"R$ 88.754.983,58","R$ 7.396.248,63","0,00%","1,00%","R$ 887.549,84","1,00%","R$ 887.549,84"
4122008,Rio Azul,PR,geral,C,,"R$ 81.944.752,55","R$ 6.828.729,38","0,00%","1,00%","R$ 819.447,53","1,00%","R$ 819.447,53"
4128534,Ventania,PR,geral,n.d.,,"R$ 63.897.755,30","R$ 5.324.812,94","0,00%","1,00%","R$ 638.977,55","1,00%","R$ 638.977,55"
4120853,Quatro Pontes,PR,geral,A,,"R$ 50.915.771,39","R$ 4.242.980,95","0,00%","1,00%","R$ 509.157,71","1,00%","R$ 509.157,71"
4104428,Candói,PR,geral,A,,"R$ 112.770.788,31","R$ 9.397.565,69","0,00%","1,00%","R$ 1.127.707,88","1,00%","R$ 1.127.707,88"
4115101,Mariluz,PR,geral,A,,"R$ 61.042.446,65","R$ 5.086.870,55","0,00%","1,00%","R$ 610.424,47","1,00%","R$ 610.424,47"
4122156,Rio Bonito do Iguaçu,PR,geral,A,,"R$ 81.944.449,13","R$ 6.828.704,09","0,00%","1,00%","R$ 819.444,49","1,00%","R$ 819.444,49"
4200200,Agrolândia,SC,Geral,,,"R$ 73.970.246,23","R$ 6.164.187,19","0,00%","1,00%","R$ 739.702,46","1,00%","R$ 739.702,46"
4215653,Santa Rosa do Sul,SC,Especial,,1%,"R$ 67.090.736,13","R$ 5.590.894,68","0,00%","1,00%","R$ 670.907,36","1,00%","R$ 670.907,36"
